offer_id,title,shop_name,price_eur,brand,category_label,cluster_id,cluster_label
o05281,Samsung A366 Galaxy A36 5G 128GB/6GB RAM Dual-SIM awesome-lavender,Electronis.de,256.13,Samsung,Handys ohne Vertrag,c00344,Galaxy A36 5G 6 GB RAM 128 GB Awesome Lavender
o05282,SAPPHIRE NITRO+ AMD RadeonTM RX 9070 XT GAMING OC Grafikkarte 16GB GDDR6 HDMI/DP,computeruniverse.net,794.80,Sapphire,Grafikkarten,c00197,Radeon RX 9070 XT Nitro+ OC 16 GB GDDR6
o05283,Motorola Solutions Motorola Moto G56 - 5G Smartphone - Dual-SIM - RAM 8 G #TE137,ebay.de,317.31,Motorola,Handys ohne Vertrag,c00846,Moto g56 5G Business Edition 8 GB RAM 256 GB PANTONE Black Oyster
o05284,"PHILIPS Heißluftfritteuse »NA321/00« , 4,2 l",Lidl Online-Shop,199.99,Philips,Fritteusen,c01301,"Airfryer 3000 Series 4,2 l NA321/00"
o05285,Ninja CRISPi PRO 7-in-1 Glas-Air-Fryer in Rosa | AS101EURS | von SharkNinja,ninjakitchen.de,249.99,Ninja,Fritteusen,c00348,CRISPi PRO AS101EURS
o05286,"SAMSUNG OLEDGQ83S95F OLED 4K Vision AI Smart TV (83 Zoll / 210 cm, UHD 4K, SMART TV)",Saturn Online Shop,3799.00,Samsung,Fernseher,c00171,"GQ83S95F 83"" OLED 4K Vision AI Smart TV S95F"
o05287,Cube Kathmandu Hybrid ONE 800 TR,BOC24,3199.00,Cube,E-Bikes,c00918,Kathmandu Hybrid ONE 800 28 Zoll RH 58 cm Trapez metallicgrey ́n ́grey
o05288,"GQ75Q7F2AUXZG (189 cm (75 Zoll), schwarz, UltraHD/4K, WLAN, Bluetooth, Tripple Tuner) - Schwarz",Kaufland.de,938.53,Samsung,Fernseher,c01252,GQ75Q7F2 75'' QLED 4K Vision AI Smart TV Q7F2
o05289,"Apple iPad Air 6 (2024) 512GB [11"", WiFi only] violett | Zustand: Neu & original versiegelt",buyzoxs,695.38,Apple,Tablet PCs,c01302,"iPad Air 11"" (6. Generation 2024) 512 GB Wi-Fi violett"
o05290,"Google Pixel 10 Pro – Android-Smartphone ohne SIM-Lock, mit Gemini, Dreifach-Rückkamerasystem, mehr als 24 Stunden Akkulaufzeit und 6,3 Zoll großem Super Actua-Display – Moonstone, 512",Amazon Marketplace CE,1329.00,Google,Handys ohne Vertrag,c00676,Pixel 10 Pro 512 GB Moonstone
o05291,"Hisense 75E77Q PRO (75"", 4K, DE), TV, Schwarz",Galaxus.de,845.19,Hisense,Fernseher,c01283,77E77Q PRO 77 Zoll QLED 4K Smart TV
o05292,"Apple iPad mini 2024 Wi-Fi + Cellular 128GB Tablet (8,3"", 128 GB, iPadOS, 5G) goldfarben",OTTO,699.64,Apple,Tablet PCs,c00165,iPad mini (7. Generation 2024) 128 GB Wi-Fi + Cellular Polarstern
o05293,"Apple iPad mit A16 Chip: 11"" Liquid Retina Display, 128 GB, WLAN 6, 12 MP Front /12 MP Rückkamera, Touch ID, Batterie für den ganzen Tag – Silber",Amazon Marketplace PC Notebook,359.99,Apple,Tablet PCs,c00566,"iPad 11"" (11. Generation 2025) 128 GB Wi-Fi Silber"
o05294,Cube Nuride Hybrid Pro 800 Grau Modell 2026 - 58 CM,Fahrrad-XXL,2849.99,Cube,E-Bikes,c00910,Nuride Hybrid Pro 800 28 Zoll RH 58 cm flashstone´n´chrome
o05295,Motorola g06 256GB Grün EEK A (A - G) 17.5cm (6.88 Zoll) Smartphone,voelkner,113.99,Motorola,Handys ohne Vertrag,c00313,moto g06 256 GB PANTONE Tendril
o05296,"Apple iPhone 16 Pro Max (256 GB, White Titanium, 6.90"", SIM + eSIM, 5G), Smartphone, Weiss",Galaxus.de,1277.03,Apple,Handys ohne Vertrag,c01236,iPhone 16 Pro Max 256 GB Titan Weiß
o05297,"SAMSUNG OLEDGQ55S95F OLED 4K Vision AI Smart TV (Flat, 55 Zoll / 138 cm, UHD 4K, SMART TV)",Media Markt Online Shop,1429.00,Samsung,Fernseher,c00233,"GQ55S95F 55"" OLED 4K Vision AI Smart TV S95F"
o05298,"Ninja Dual Zone Digital Air Fryer, 2 Schubladen, 6-in-1, Heißluftfritteuse, 9,5L, Heißluft-Frittieren, Max Crisp, Rösten, Backen, Aufwärmen, Spülmaschinenfeste Körbe, Stone/Gold DZ400EUSTGD",amazon.de,229.99,Ninja,Fritteusen,c01303,"Foodi MAX Dual Zone DZ400EUSTGD 9,5 l stone/gold"
o05299,"Philips Sonicare 7100 elektrische Zahnbürste, Schallzahnbürste mit App, 4 Putzmodi und 3 Intensitätsstufen, Andruckkontrolle, EasyStart, SmarTimer, Weiß, Modell HX7420/02 [Neue Technologie]",Amazon Marketplace Health & Personal Care,142.99,Philips,Elektrische Zahnbürsten,c00632,Sonicare 7100 Series HX7420/02 + Aufsteckbürsten 2 St. Weiß
o05300,ORAL-B Vitality Pro D103 Hangable Box Lilac Violet,e-tec,19.99,Oral-B,Elektrische Zahnbürsten,c00973,Vitality Pro D103 Protect X Clean Lilac Mist
o05301,"Apple MacBook Air – 2025 (15.30"", 512 GB, 16 GB, DE, M4), Notebook, Blau",Galaxus.de,1311.39,Apple,Notebooks,c01033,MacBook Air M4 2025 15'' 16 GB RAM 512 GB SSD 10-Core GPU Himmelblau
o05302,Cube Touring Hybrid Pro 800 - 28 Zoll 800Wh 11K Trapez - goldenlime ́n ́black - 50 cm,fahrradlagerverkauf.com,2999.00,Cube,E-Bikes,c00179,Touring Hybrid Pro 800 2026 28 Zoll RH 50 cm Trapez goldenlime ́n ́black
o05303,Lenovo ThinkPad T14s Gen 6 (AMD) 21TB003MGE,Notebookstore,2192.00,Lenovo,Notebooks,c00638,ThinkPad T14s G6 AMD Ryzen AI 7 PRO 350 32 GB RAM 1 TB SSD 21TB003MGE
o05304,"DJI Avata 2 Fly More Combo (3 Akkus), FPV-Drohne mit 4K-Kamera, 69 Minuten max. Flugzeit, Akrobatik auf Tastendruck, Kameradrohne mit Goggles 3 und RC Motion 3, mit Propellerschutz",Amazon Marketplace CE,996.18,DJI,Drohnen,c00679,Avata 2 Fly More Combo inkl. 3 Akkus
o05305,"Segway E-Scooter E3 D, 20 km/h, (Ninebot E-Scooter), Schlauchlose selbstabdichtende Reifen rot|schwarz|silberfarben",OTTO,389.00,Segway,E-Scooter,c00671,Ninebot E3 D
o05306,OPPO A6X 4+128GB Black Purple OEM,Amazon Marketplace CE,143.10,OPPO,Handys ohne Vertrag,c01279,A6x 4G 4 GB RAM 128 GB Plum Purple
o05307,Delonghi ECAM 220.80.SB Magnifica Start,Electronis.de,368.99,De'Longhi,Kaffeevollautomaten,c01101,Magnifica Start Milk ECAM220.80.SB silber/schwarz
o05308,Samsung Galaxy Z Fold 6 SM-F956B/DS 256GB Silver Shadow,ebay.de,939.93,Samsung,Handys ohne Vertrag,c00587,Galaxy Z Fold6 12 GB RAM 256 GB Silver Shadow
o05309,"Philips OLED+ 910 OLED TV - Stück - 65""",HiFi Klubben,2199.00,Philips,Fernseher,c00938,"65OLED910 65"" 4K OLED+ Ambilight TV"
o05310,"Samsung Monitor S39GD, S32D396GAU, 32 Zoll, Full HD 1920 x 1080 Pixel, 4 ms, 100 Hz, Curved",bueromarkt-ag.de,147.89,Samsung,Monitore,c00412,"Essential S3 S39GD 32"" schwarz"
o05311,"XIAOMI Poco X8 Pro Max Smartphone 12GB+512GB, Handy mit Android, Dimensity 9500s Prozessor, 8500mAh Akku, Ultra-helles AMOLED-Display, 50MP Light Fusion 600 Hauptkamera mit OIS, Weiß, 3 Jahre Garantie",Amazon Marketplace CE,469.90,Xiaomi,Handys ohne Vertrag,c00296,POCO X8 Pro Max 12 GB RAM 512 GB Weiß
o05312,"MSI GeForce RTX 5060 Ti 8G Gaming Trio OC (8 GB, GDDR7), Grafikkarte, Schwarz",Galaxus.de,367.10,MSI,Grafikkarten,c00316,RTX 5060 Ti 8G Gaming Trio OC
o05313,Ninja Double Stack XL Heißluftfritteuse | SL400EUCP | von SharkNinja,ninjakitchen.de,269.99,Ninja,Fritteusen,c00651,"Double Stack XL SL400EUCP 9,5 l schwarz/kupfer"
o05314,"ZOTAC GAMING GeForce RTX 5080 SOLID OC White 16GB GDDR7 Grafikkarte 3x DP, 1x HDMI",Cyberport,1357.98,Zotac,Grafikkarten,c00144,GeForce RTX 5080 Solid OC White 16 GB GDDR7
o05315,"Lenovo V15 G5 IRL - Intel Core 5 - 39,6 cm (15.6"") - 1920 x 1080 Pixel",ebay.de,614.19,Lenovo,Notebooks,c00341,V15 G5 Intel Core 5 120U 8 GB RAM 512 GB SSD FreeDOS 83GW00FQGE
o05316,"ASUS ROG Strix GeForce RTX 5070 OC Edition 12GB GDDR7 Gaming Grafikkarte (Nvidia GeForce RTX5070 DLSS 4, 3,2-Slot Design, PCIe 5.0, 3X DisplayPort 2.1b, 2X HDMI 2.1b)",Amazon Marketplace CE,896.30,Asus,Grafikkarten,c00125,ROG Strix GeForce RTX 5070 OC 12 GB GDDR7
o05317,Oral-B iO Series 2 Night Black/Calm Pink,mueller.de,79.90,Oral-B,Elektrische Zahnbürsten,c00459,iO Series 2 Night Black + 2. Handstück Calm Pink + Reiseetui
o05318,"Motorola Signature (512 GB, PANTONE Carbon, 6.80"", SIM + eSIM, 5G), Smartphone, Schwarz",Galaxus.de,779.00,Motorola,Handys ohne Vertrag,c00436,Signature 16 GB RAM 512 GB PANTONE Carbon
o05319,"Samsung 990 PRO NVMe M.2 SSD, 2 TB, PCIe 4.0, 7.450 MB/s Lesen, 6.900 MB/s Schreiben, Interne SSD, Interne SSD für Gaming und Videobearbeitung, Schwarz, MZ-V9P2T0BW",amazon.de,321.18,Samsung,SSD Festplatten,c01114,990 PRO 2 TB M.2 MZ-V9P2T0BW
o05320,"Sage Espressomaschine »The Barista Pro, SES878BSS4EEU1«, Gebürstetes Edelstahl silberfarben",OTTO,649.00,Sage,Espressomaschinen,c00124,The Barista Pro gebürstetes edelstahlgrau
o05321,"Apple Watch SE 3 GPS 44 mm Smartwatch mit Aluminiumgehäuse in Mitternacht und Sportarmband in Mitternacht (M/L). Fitness‐ und Schlaftracker, Herzfrequenzmesser, Always-On Display, Wasserschutz",amazon.de,269.00,Apple,Smartwatches,c00699,Watch SE 3 GPS 44 mm Aluminiumgehäuse Mitternacht Sportarmband Mitternacht M/L
o05322,Samsung S921B Galaxy S24 128GB/8GB RAM Dual-SIM amber-yellow,Electronis.de,652.00,Samsung,Handys ohne Vertrag,c01234,Galaxy S24 5G 8 GB RAM 128 GB Amber Yellow
o05323,Kingston Technology FURY Beast 64 GB 6000 MT/s DDR5 CL36 DIMM (2er-Kit) White RGB EXPO,JB-Computer,1099.00,Kingston,Arbeitsspeicher,c00937,FURY Beast DDR5 6000MT/s RGB 64GB Kit (2x32GB) CL36 Weiß KF560C36BWEAK2-64
o05324,"Samsung 77"" OLED S85F 4K Vision AI Smart TV (2025), 77 Black",Samsung DE,1729.00,Samsung,Fernseher,c00323,"GQ77S85F 77"" OLED 4K Vision AI Smart TV S85F"
o05325,Nintendo - Luigi's Mansion 3 [SWI],Kaufland.de,51.99,Nintendo,Nintendo Switch-Spiele,c00065,Luigi's Mansion 3 (USK) (Nintendo Switch)
o05326,"ASUS Vivobook S16 S3607QA-SH095W Copilot+ PC - 16"", Snapdragon X1-26-100, 16 GB RAM, 1 TB SSD, Windows 11 Home",Heinzsoft,899.99,Asus,Notebooks,c00127,Vivobook S 16 OLED Snapdragon X X1-26-100 16 GB RAM 1 TB SSD Win11 Home Cool Silver
o05327,"ASUS Vivobook 15 OLED X1505VA-MA921 (15.60"", 1000 GB, 24 GB, DE, Intel Core i9-13900H), Notebook, Silber",Galaxus.de,949.99,Asus,Notebooks,c00982,"Vivobook 15 OLED 15,6"" Intel Core i9-13900H 24 GB RAM 1 TB SSD Win11 Pro Cool Silver"
o05328,"Lenovo Yoga Pro 7 14AKP10, 14.5"" 3K OLED, AMD Ryzen AI 7 350, 32GB RAM, 1TB SSD, Win11 Pro",Amazon Marketplace PC Notebook,1666.00,Lenovo,Notebooks,c01099,Yoga Pro 7 14AKP10 AMD Ryzen AI 7 350 32 GB RAM 1 TB SSD Tidal Teal
o05329,"Philips Kaffeevollautomat Serie 3200, 5 Kaffeeeinstellungen, LatteGo-Milchsystem, Touch-Display, schwarz (EP3321/40) - Schwarz",Kaufland.de,332.67,Philips,Kaffeevollautomaten,c00123,3300 Series EP3321/40 schwarz
o05330,"""11"""" iPad Pro, 2025, Standardglas, Wi-Fi, M5, 256 GB, Space Schwarz""",Expert,1079.00,Apple,Tablet PCs,c00354,"iPad Pro M5 2025 11"" Wi-Fi 256 GB Standardglas Space Schwarz"
o05331,"Lenovo ThinkPad P16s Gen 4 21QR - 180°-Scharnierdesign - AMD Ryzen AI 7 PRO 350/2 GHz - AMD PRO - Win 11 Pro - Radeon 860M - 32 GB RAM - 512 GB SSD TCG Opal Encryption 2, NVMe - 40.6 cm (16"")",amazon.de,1760.32,Lenovo,Notebooks,c00109,ThinkPad P16s G4 AMD Ryzen AI 7 PRO 350 32 GB RAM 512 GB SSD 21QR005AGE
o05332,"Studio Display XDR 27"" VESA Mount Adapter Standardglas",Shifter,2804.00,Apple,Monitore,c00642,"Studio Display XDR 27"" Standardglas mit VESA Mount Adapter"
o05333,"Shark PowerDetect Clean & Empty, Staubsauger, Mehrfarbig",Galaxus.de,399.00,Shark,Staubsauger,c00987,PowerDetect Akku-Handstaubsauger Clean & Empty IP3251EUT
o05334,"Oral-B Elektrische Zahnbürste iO Series 10, Aufsteckbürsten: 1 St., inkl. 1 Aufsteckbürste, iO Sense Schnellladestation, Lade-Reise-Etui goldfarben",OTTO,279.99,Oral-B,Elektrische Zahnbürsten,c00977,iO Series 10 Special Edition Eclipse Gold + Reiseetui
o05335,Nintendo Switch 2 256GB Schwarz inkl. Mario Kart World,voelkner,518.93,Nintendo,Konsolen,c00516,Switch 2 + Mario Kart World Bundle
o05336,DREAME Matrix 10 Ultra Black Saugroboter,ebay.de,1299.00,DREAME,Saugroboter,c00907,Matrix10 Ultra Black
o05337,Samsung S936B Galaxy S25+ 5G 256GB 12GB RAM Dual Icy Blau DE,Metro.de,986.14,Samsung,Handys ohne Vertrag,c00557,Galaxy S25+ 5G 256 GB Icyblue
o05338,"Philips Sonicare 3100 elektrische Zahnbürste, Schallzahnbürste, Andruckkontrolle und Timer, Sugar Rose und Schwarz, Zweierpack, Modell HX3675/15",Amazon Marketplace Automotive,56.89,Philips,Elektrische Zahnbürsten,c01294,Sonicare 3100 Series HX3675/15 Doppelpack
o05339,Amazfit T-Rex 3 Pro Tactical Black Smartwatch HYROX-Modus (W2548GL5N),JACOB,372.77,Amazfit,Smartwatches,c00491,T-Rex 3 Pro 44 mm Tactical Black
o05340,iPhone Air 512GB Lichtgold,amazon.de,999.00,Apple,Handys ohne Vertrag,c00145,iPhone Air 512 GB Lichtgold
o05341,"Apple MacBook Air 15"" M4 256GB 16GB MC7A4D/A A3241  Himmelblau NEU HÄNDLER 16932",ebay.de,949.95,Apple,Notebooks,c00640,MacBook Air M4 2025 15'' 16 GB RAM 256 GB SSD 10-Core GPU Himmelblau
o05342,FISCHER VIATOR 2.1 45 459,Marktkauf.de,1758.00,Fischer,E-Bikes,c00540,VIATOR 2.1 28 Zoll RH 45 cm Unisex grün
o05343,Lenovo ThinkPad E14 Gen 7 21T0 - 180°-Scharnierdesign - AMD Ryzen 5 220 / 3.2 GHz - Win 11 Pro - Radeon 740M - 32 GB RAM - 1 TB SSD TCG Opal Encry... - Schwarz,Kaufland.de,1267.83,Lenovo,Notebooks,c00763,ThinkPad E14 G7 AMD Ryzen 5 220 32 GB RAM 1 TB SSD 21T00057GE
o05344,Lenovo ThinkPad T14s G6 14.0 Intel Core Ultra 7 258V 32GB RAM 1TB SSD Win11Pro - 21QX00GVGE schwarz,Electronis.de,2178.89,Lenovo,Notebooks,c00284,ThinkPad T14s G6 Intel Core Ultra 7 258V 32 GB RAM 1 TB SSD 21QX00GVGE
o05345,XIAOMI Redmi Pad 2 Pro 5G 8GB/256GB Graphite Gray,Amazon Marketplace CE,329.00,Xiaomi,Tablet PCs,c00034,Redmi Pad 2 Pro 8 GB RAM 256 GB Graphite Gray
o05346,"Apple MacBook Pro (14"") silber",ebay.de,1914.07,Apple,Notebooks,c01129,MacBook Pro M5 2025 14'' 24 GB RAM 512 GB SSD 10-Core GPU Silber
o05347,"Apple iPad Pro, 27,9 cm (11""), 2420 x 1668 Pixel, 256 GB, 8 GB, iPadOS 17, Schwarz - Schwarz",Kaufland.de,859.00,Apple,Tablet PCs,c00334,"iPad Pro 11"" (5. Generation 2024) 256 GB Wi-Fi Space Schwarz"
o05348,PANASONIC ER-DGP84 Haarschneider Schwarz,Saturn Online Shop,164.99,Panasonic,Elektrische Rasierer,c00417,ER-DGP84
o05349,GARMIN Fenix 8 - 47 mm AMOLED Sapphire GPS Smartwatch | Graphit/Titani,r2-bike.com,795.00,Garmin,Smartwatches,c00054,"fenix 8 AMOLED 47 mm sapphire, graphit / titanium titan mit QuickFit Silikon-Armband 26 mm"
o05350,Philips QP2734/23 One Blade 360,Xenudo.de,26.59,Philips,Elektrische Rasierer,c00486,OneBlade 360 Face QP2734/23
o05351,"Magnifica Start Milk ECAM220.80.SB , Vollautomat - silber/schwarz",Alternate,369.00,De'Longhi,Kaffeevollautomaten,c01101,Magnifica Start Milk ECAM220.80.SB silber/schwarz
o05352,"Samsung TV QE50QN90FATXXH Neo QLED miniLED (50"", QN90F, 4K, 2025), TV, Schwarz",Galaxus.de,803.25,Samsung,Fernseher,c01197,"QE50QN90F 50"" Neo QLED 4K Vision AI Smart TV QN90F (EU-Modell)"
o05353,"Xiaomi 17 12/512GB Dual-SIM schwarz, Android 16 Smartphone",computeruniverse.net,827.00,Xiaomi,Handys ohne Vertrag,c00659,17 512 GB Black
o05354,"ASUS GeForce RTX 5080 TUF GAMING OC, Grafikkarte",ebay.de,1402.00,Asus,Grafikkarten,c00630,TUF Gaming GeForce RTX 5080 16GB GDDR7 Grafikkarte One Size
o05355,"Samsung Galaxy Tab S10 5G Lite Enterprise Edition, Android Tablet mit KI, 6 GB RAM, 128 GB Speicher, inkl. S Pen, 5G, 3 Jahre Herstellergarantie, Grey",Amazon Marketplace CE,339.99,Samsung,Tablet PCs,c00713,"Galaxy Tab S10 Lite 10,9"" 128 GB 5G Enterprise Edition Gray "
o05356,"AEG AS52CB18DB Akku-Staubsauger Blau - 0.3L Staubkapazität, bis zu 45min",Metro.de,185.49,AEG,Staubsauger,c00696,Clean 5000 Akku-Staubsauger AS52CB18DB
o05357,"Lenovo Idea Tab Pro Tablet | 12.7"" 3K Display | MediaTek Dimensity 8300 | 8GB RAM | 256GB UFS 4.0 Speicher | Android | Seafoam grün | inkl. Lenovo Tab Pen Plus",Amazon Marketplace PC Notebook,342.65,Lenovo,Tablet PCs,c01165,"Idea Tab Pro 12,7"" 8 GB RAM 256 GB Wi-Fi Seafoam Green 		"
o05358,Samsung S948 Galaxy S26 Ultra 512GB/12GB RAM Enterprise-Edition Dual-SIM black,Electronis.de,1178.84,Samsung,Handys ohne Vertrag,c00239,Galaxy S26 Ultra 512 GB Enterprise Edition Black
o05359,Shokz Unisex OpenRun Pro 2 schwarz,shop4runners,169.99,Shokz,Kopfhörer,c00483,OpenRun Pro 2 Schwarz
o05360,"Hisense 43E77Q Pro, QLED-Fernseher - (108 cm (43 Zoll), schwarz, UltraHD/4K, Tripple Tuner, USB Recording, Time Shift, 144Hz Panel) [Energieklasse F] (43E77QPro)",JACOB,442.95,Hisense,Fernseher,c00691,43E77Q PRO 43 Zoll QLED 4K Smart TV 
o05361,"Lenovo ThinkPad E14 G7 21T00022GE 14"" WUXGA Ryzen 7 250 16GB/512GB SSD Win11 Pro",computeruniverse.net,1055.48,Lenovo,Notebooks,c00114,ThinkPad E14 G7 AMD Ryzen 7 250 16 GB RAM 512 GB SSD 21T00022GE
o05362,"Asus Gaming-Gehäuse TUF Gaming GT502 Horizon TG ARGB, Zweikammer PC Gehäuse mit 4 ARGB Lüftern, Tempered Glass schwarz",OTTO,161.39,Asus,PC-Gehäuse,c01104,TUF Gaming GT502 Horizon black
o05363,"E-Bike ZÜNDAPP ""X850"" Gr. 53, grau, Elektrofahrräder, 53cm, 27,5 Zoll (69,85cm), Pedelec, Elektrofahrrad für Damen und Herren",baur.de,2029.00,Zündapp,E-Bikes,c00282,"X850 27,5 Zoll RH 53 cm Diamant basaltgrau"
o05364,NQ790 SSD - 4TB - M.2 2280 - PCIe 4.0,Proshop.de,386.24,Lexar,SSD Festplatten,c00487,NQ790 4 TB LNQ790X004T-RNNNG
o05365,Xiaomi 15 512GB/12GB RAM Dual-SIM weiß,Electronis.de,668.92,Xiaomi,Handys ohne Vertrag,c00519,15 5G 512 GB White
o05366,"Samsung Galaxy Tab S7 FE SM-T733N, 31,5 cm (12.4""), 2560 x 1600 Pixel, 64 GB, 4 GB, Android 11, Pink - Rosa",Kaufland.de,2152.93,Samsung,Tablet PCs,c01304,"Galaxy Tab S7 FE 12.4"" 64 GB Wi-Fi Mystic Pink"
o05367,Braun Series 9 Pro+ 9517s Wet&Dry Herren Nass/-Trocken Folienrasierer - Silber,ebay.de,233.49,Braun,Elektrische Rasierer,c00022,Series 9 Pro+ 9517s
o05368,"Prophete Entdecker 3.0 Trekking-E-Bike 28"" Artillery Grey, 36 V AEG-Mittelmotor, 400 Wh integrierter Akku, Shimano 9-Gang, hydraulische Scheibenbremsen, bis zu 110 km Reichweite",Joybuy,1499.00,Prophete,E-Bikes,c00701,Entdecker 3.0 28 Zoll RH 54 cm Diamant Dunkelgrau
o05369,Samsung Galaxy S24 (128GB) Enterprise Edition black - Schwarz,Kaufland.de,545.87,Samsung,Handys ohne Vertrag,c01032,Galaxy S24 5G Enterprise Edition 8 GB RAM 128 GB Onyx Black
o05370,Xiaomi Redmi Note 15 5G 12 GB/512 GB Blau (Glacier Blue) Dual-SIM - Blau,Kaufland.de,331.57,Xiaomi,Handys ohne Vertrag,c00564,Redmi Note 15 5G 12 GB RAM 512 GB Glacier Blue
o05371,"AEG Ultimate 8000 Akku Staubsauger mit Absaugstation, von Stiftung Warentest mit GUT (2,5), Auto‐Modus, 5‐Stufen‐Filtration, für Hartboden, Teppich, 25V Akku wechselbar, 400 ml, Dunkelgrau, AP83AB25DG",Amazon Marketplace Kitchen,419.99,AEG,Staubsauger,c01162,Ultimate 8000 Akku-Staubsauger inkl. Absaugstation AP83AB25DG
o05372,Segway Navimow H1500E,ebay.de,1825.91,Segway,Mähroboter,c00716,Navimow H1500E-VF
o05373,"Apple iPad mini A17 Pro Wi-Fi - Tablet - 128GB - 21,1 cm (8,3"") IPS (2266 x 1488) - Space-grau (MXN63NF/A)",JACOB,653.71,Apple,Tablet PCs,c00409,iPad mini (7. Generation 2024) 128 GB Wi-Fi Space Grau
o05374,"LG OLED97G57LW OLED evo TV (Flat, 97 Zoll / 246 cm, 4K, SMART TV)",Saturn Online Shop,18999.00,LG,Fernseher,c01195,"OLED97G57LW 97"" 4K OLED evo AI Smart TV G5 		"
o05375,Sapphire PURE AMD Radeon RX 9060 XT GPU 16 GB GDDR6,JB-Computer,456.99,Sapphire,Grafikkarten,c00627,Radeon RX 9060 XT Pure OC 16 GB GDDR6
o05376,Garmin 010-03013-03 Venu 4 Fitness Smartwatch in Beige/Lunargold 41 mm,uhrcenter,495.00,Garmin,Smartwatches,c01156,Venu 4 41 mm Beige/Lunargold Leder Armband Sand
o05377,Wahl 3027252 Clipper 5* Cordless Magic Clip 5V red,voelkner Marktplatz,125.36,WAHL,Elektrische Rasierer,c00227,5 Star Series Cordless Magic Clip
o05378,"SHOKZ OpenRun Pro 2, Open-ear Kopfhörer Bluetooth Black",Media Markt Online Shop,162.99,Shokz,Kopfhörer,c00483,OpenRun Pro 2 Schwarz
o05379,"MICROSOFT Surface Pro 11, Platin, Snapdragon X Elite Qualcomm Snapdragon X Elite X1E-80-100, 12x 3.40GHz, 16GB RAM, 512GB SSD, Qualcomm Adreno X1-85 (iGPU), Windows 11 Pro",e-tec,1627.00,Microsoft,Tablet PCs,c00116,Surface Pro 11 16 GB RAM 512 GB Snapdragon X Elite Platin für Unternehmen
o05380,Western Digital Black WD_BLACK SN8100 NVMe 4 TB M.2 PCI Express 5.0 TLC 3D NAND,JB-Computer,861.94,Western Digital,SSD Festplatten,c00950,WD_BLACK SN8100 NVMe SSD 4 TB mit Kühlkörper
o05381,"LENOVO Notebook ""Yoga Slim 7 14AGP11"", tidal teal, 16 GB RAM 512 GB SSD, RyzenTM AI 5, Windows 11 Home, German, Notebooks",baur.de,988.03,Lenovo,Notebooks,c01172,Yoga Slim 7 14AGP11 AMD Ryzen AI 5 430 16 GB RAM 512 GB SSD Tidal Teal 83QS0034GE
o05382,"TCL 65Q8C 65 Zoll QD-Mini LED-Fernseher, 4K HDR Premium 4500, ZeroBorderTM, Smart Google TV, CrystGlow WHVA-Panel, Audio von Bang & Olufsen, 144Hz Motion Clarity Pro, Dolby Vision IQ & Atmos",Amazon Marketplace CE,949.00,TCL,Fernseher,c00766,65Q8C 65 Zoll QD-MiniLED 4K Google TV
o05383,Xiaomi 17T Pro 512GB Blau 5G,coolblue,999.00,Xiaomi,Handys ohne Vertrag,c00339,17T Pro 512 GB Deep Blue
o05384,"Samsung M70F 43 Zoll 4K Smart AI Monitor, VA-Panel, 3840 x 2160, 60Hz, 4ms (G/G), Speaker, Gaming Hub, 4K Upscaling, Sprachsteuerung, Smart TV-Apps & AI Features, HDR10, LS43FM700UUXEN",Amazon Marketplace CE,366.66,Samsung,Monitore,c00416,"Smart Monitor M7 M70F LS43FM700UUXEN 43"""
o05385,"Samsung 65"" OLED 4K S95D Smart TV – Tizen OS, 100 Hz - Schwarz",Kaufland.de,2401.45,Samsung,Fernseher,c01305,"GQ65S95D 65"" OLED 4K Tizen Smart TV S95D"
o05386,OM SYSTEM OM-5 II Gehäuse  silber,fotokoch.de,1209.00,OM System,Systemkameras,c00617,OM-5 Mark II Gehäuse silber
o05387,GOOGLE Pixel 9a 256 GB Obsidian Dual SIM,Media Markt Online Shop,449.00,Google,Handys ohne Vertrag,c00870,Pixel 9a 256 GB Obsidian
o05388,"Xiaomi Redmi Pad 2 Pro 6GB+128GB 8GB+256GB 12,1"" Snapdragon 7s Gen 4 12000mAh",ebay.de,223.20,Xiaomi,Tablet PCs,c00034,Redmi Pad 2 Pro 8 GB RAM 256 GB Graphite Gray
o05389,"Hisense 55E89Q Fernseher, 55 Zoll (139cm), 4K ULED Mini LED, Smart TV, 144Hz Game Mode PRO, Hi-View AI Engine, AI Smoothmotion, Built-in Subwoofer, Dolby Vision.Atmos, Filmmaker Mode, Hi-Concerto",Amazon Marketplace CE,499.00,Hisense,Fernseher,c01046,"55E89Q 55"" QLED MiniLED ULED 4K Smart TV"
o05390,"Philips Rasierer i9000 Prestige Ultra für Herren, Nass- und Trockenrasur, chrom, Druck- und Bewegungssensor, 5+1 Bartstyler, Nasenhaartrimmer, Reinigungsstation, Ladestation und Reiseetui (XP9404/38)",Amazon Marketplace Health & Personal Care,429.99,Philips,Elektrische Rasierer,c00783,i9000 Prestige Ultra XP9404/38 Chrom
o05391,Nintendo Switch OLED Blau Rot,coolblue,324.90,Nintendo,Konsolen,c00550,Switch OLED-Modell neon-blau/neon-rot
o05392,Xiaomi Redmi Note 15 Waldgrün 6 Gigabyte 128 Gigabyte - Grün,Kaufland.de,169.00,Xiaomi,Handys ohne Vertrag,c00555,Redmi Note 15 4G 6 GB RAM 128 GB Forest Green
