offer_id,title,shop_name,price_eur,brand,category_label,image_url,cluster_id,cluster_label
o04017,"KINGSTON Arbeitsspeicher ""16GB 5600MT/s DDR5 CL36 DIMM"", schwarz (ohne farbbezeichnung), B:9,5cm H:1cm T:17,2cm, Arbeitsspeicher",baur.de,265.54,Kingston,Arbeitsspeicher,https://cdn.billiger.com/dynimg/f-6hTQRrzoLof0p75-xL_RKHgoTmaIkgahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwOdHQs1yO1n-941SVg1O2XMFw_wn3r0RNGgVhplb2ATr/Kingston-FURY-Beast-DDR5-5600MT-s-16GB-Kit-2x8GB-CL36-Schwarz-KF556C36BBEK2-16.webp?h=630&w=1200,c01159,FURY Beast DDR5 5600MT/s 16GB Kit (2x8GB) CL36 Schwarz KF556C36BBEK2-16
o04018,GIGABYTE Radeon RX 9060 XT OC 8GB Grafikkarte HDMI/DP,Cyberport,329.00,Gigabyte,Grafikkarten,https://cdn.billiger.com/dynimg/rh6olgsMVqoof0p75-xL_RlrAyAeaJk56hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwD8SBNyn1ewJdu1x6r9txbhvXh2jTzEzs5rrATQ9gGSK/Gigabyte-Radeon-RX-9060-XT-Gaming-OC-8-GB-GDDR6.webp?h=630&w=1200,c00133,Radeon RX 9060 XT Gaming OC 8 GB GDDR6
o04019,"ZOTAC GAMING GeForce RTX 5070 Twin Edge OC White 12GB GDDR7 Grafikkarte 3x DP, 1x HDMI",computeruniverse.net,670.94,Zotac,Grafikkarten,https://cdn.billiger.com/dynimg/np1-Pfdacmcof0p75-xL_SAqv8cS78QaqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwN9LcXSklQkPKyOncU-6pAbz_-zp_EwmcYvhPOtZP6pn/Zotac-GeForce-RTX-5070-Twin-Edge-OC-White-12-GB-GDDR7.webp?h=630&w=1200,c00818,GeForce RTX 5070 Twin Edge OC White 12 GB GDDR7
o04020,Samsung Galaxy Tab S11 5g 12gb/128gb 11 ́ ́ Tablet - Gray,Techinn DE,780.99,Samsung,Tablet PCs,https://cdn.billiger.com/dynimg/eNFWYe36XEAof0p75-xL_TAxG_I7CDGNKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwL5T3HZSEa9NSXQtiXbrXM31m93RNgdDC9tthW6GECCz/Samsung-Galaxy-Tab-S11-5G-128-GB-Gray-Enterprise-Edition.webp?h=630&w=1200,c00403,Galaxy Tab S11 5G 128 GB Gray Enterprise Edition
o04021,"Tomodachi Life: Wo Träume wahr werden, Nintendo Switch-Spiel",Kaufland.de,65.10,Nintendo,Nintendo Switch-2-Spiele,https://cdn.billiger.com/dynimg/199kxjdHY48of0p75-xL_TB2bCzSh6SyqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwEISqofbRW6VevyL3y1rVnU8WZp1bo2RA-_vU_exJtMB/Nintendo-Tomodachi-Life-Wo-Traeume-wahr-werden-USK-Nintendo-Switch-2.webp?h=630&w=1200,c00510,Tomodachi Life: Wo Träume wahr werden (USK) (Nintendo Switch 2)
o04022,"Cube Touring Hybrid Pro 800 Wh E-Bike Diamant 28"" pearlgrey ́n ́grey - 50 cm",Biketech24,2999.00,Cube,E-Bikes,https://cdn.billiger.com/dynimg/cmwcg8oseW4of0p75-xL_QRSKBxi5-F1KhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwCDx2rF6t14rSEsxw1jDs06UyAd1iw9A5zQkPv4hoxfD/Cube-Touring-Hybrid-Pro-800-2026-28-Zoll-RH-50-cm-Diamant-pearlgrey-n-grey.webp?h=630&w=1200,c01228,Touring Hybrid Pro 800 2026 28 Zoll RH 50 cm Diamant pearlgrey ́n ́grey
o04023,"Oral-B, Elektrische Zahnbürste, iO Series 6 Black Lava/Pink Sand mit 2. Handstück JAS22 Elektrische Zahnbürste",Galaxus.de,219.00,Oral-B,Elektrische Zahnbürsten,https://cdn.billiger.com/dynimg/fL2j3EVCtwGof0p75-xL_SY_KbOP0TD56hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwNs7c9qYftheS4qE6qH3PhGG_Dvx3SDjDxLDGbFrvsh7/Oral-B-iO-Series-6-black-lava-2-Handstueck-pink-sand-Reiseetui-Aufsteckbuersten-3-St.webp?h=630&w=1200,c00526,iO Series 6 black lava + 2. Handstück pink sand + Reiseetui + Aufsteckbürsten 3 St.
o04024,Xiaomi 17T Pro 512GB/12GB RAM Dual-SIM deep-violet,Electronis.de,722.50,Xiaomi,Handys ohne Vertrag,https://cdn.billiger.com/dynimg/1qNE_diI7Tgof0p75-xL_QC0rEQt2X1yKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwKCTxTZNWiAnseMTW-na_b25ZsDYY06s3E-lOAKzpWry/Xiaomi-17T-Pro-512-GB-Deep-Violet.webp?h=630&w=1200,c00335,17T Pro 512 GB Deep Violet
o04025,Samsung Galaxy S26+ 512GB [Dual-Sim] cobalt violett | Zustand: Neu & original versiegelt,buyzoxs,844.99,Samsung,Handys ohne Vertrag,https://cdn.billiger.com/dynimg/USiyCKkaJyzof0p75-xL_S-uZAyr6g7-KhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwM10bdBmZ9-cFUbikhJRqzoEEOIJzLngWI0_9g37J46s/Samsung-Galaxy-S26-512-GB-Cobalt-Violet.webp?h=630&w=1200,c00337,Galaxy S26+ 512 GB Cobalt Violet
o04026,"ASUS TUF Gaming GeForce RTX 5080 OC (16 GB, GDDR7), Grafikkarte, Mehrfarbig",Galaxus.de,1379.00,Asus,Grafikkarten,https://cdn.billiger.com/dynimg/a1VfZVjxhbqof0p75-xL_QBOrNFXdjY6KhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwMsUCiiS5f4BP03vdPFYuE4YeZIiVcGOxZqKxR0lnUEF/Asus-TUF-Gaming-GeForce-RTX-5080-16GB-GDDR7-Grafikkarte-One-Size.webp?h=630&w=1200,c00677,TUF Gaming GeForce RTX 5080 16GB GDDR7 Grafikkarte One Size
o04027,Corsair Vengeance Speichermodul 64 GB 2 x 32 GB DDR5 288-pin DIMM,JB-Computer,1281.04,Corsair,Arbeitsspeicher,https://cdn.billiger.com/dynimg/DJU6cliHFeEof0p75-xL_Tc_-NuhUQT7qhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwOWJDKstaJGHqUPzo06MZkWmnmHwR5sqxjTtQb2Rq_6o/Corsair-Vengeance-DDR5-6000-64GB-Kit-2x32GB-CL30-Grau-CMK64GX5M2B6000Z30.webp?h=630&w=1200,c00597,Vengeance DDR5-6000 64GB Kit (2x32GB) CL30 Grau CMK64GX5M2B6000Z30
o04028,"Samsung 40 Zoll Odyssey G75F 5K WUHD Curved Gaming Monitor, 5120 x 2160, 180 Hz, 1 ms (G/G), 1000R, VESA DisplayHDR 600 HDR10+, AMD FreeSync Premium Pro, Auto Source Switch+, Core Sync, LS40FG756EUXEN",amazon.de,646.90,Samsung,Monitore,https://cdn.billiger.com/dynimg/p3lude7_JIBof0p75-xL_RifygCNcj9EqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwDTbpaPZWwJebMuq6sY02sZibFN9Xdci9SwOhQm4HRur/Samsung-Odyssey-G7-G75F-LS40FG756EUXEN-40-schwarz.webp?h=630&w=1200,c00667,Odyssey G7 G75F LS40FG756EUXEN 40'' schwarz
o04029,"Modern 15 F13MG-802, Notebook - grau, Intel® CoreTM i5-1334U, Intel® Iris® Xe Graphics, 16 GB DDR4, 512 GB (512 GB SSD), Windows 11 Home",Alternate,599.00,MSI,Notebooks,https://cdn.billiger.com/dynimg/kM_Cg-3Cnx4of0p75-xL_TAoXqqlZIhR6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwMck0aqZYLThKDtccMOwRQxomWbBtaPCHN2RwQ4YIEZI/MSI-Modern-15-F13MG-802-Intel-Core-i5-1334U-16-GB-RAM-512-GB-SSD.webp?h=630&w=1200,c00074,Modern 15 F13MG-802 Intel Core i5-1334U 16 GB RAM 512 GB SSD
o04030,Google Pixel Watch 4 (41 mm) – Android-Smartwatch mit gewölbtem Display und Fitness-Tracking und Unterstützung von Gemini – Aluminiumgehäuse in Matte Black – Sportarmband in Obsidian – WLAN,Amazon Marketplace CE,336.71,Google,Smartwatches,https://cdn.billiger.com/dynimg/fvvZH_u7Ieiof0p75-xL_SvKsz2RgIipKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwHbW7AIP-gPb_-6cRAbdtdG-Cf-gyCeUHw1TN3uvezkK/Google-Pixel-Watch-4-41-mm-Aluminiumgehaeuse-Matte-Black-Sportarmband-Obsidian.webp?h=630&w=1200,c00030,Pixel Watch 4 41 mm Aluminiumgehäuse Matte Black/Sportarmband Obsidian
o04031,Garmin Venu X1 Gold,coolblue,535.00,Garmin,Smartwatches,https://cdn.billiger.com/dynimg/4uermUHa-98of0p75-xL_Tp1jqKVEudD6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwNWfCFmiMb-Fs6rkMlB-GlfvfxIS5uRAiZTBn-2QxtB0/Garmin-Venu-X1-42-mm-Grau.webp?h=630&w=1200,c01179,Venu X1 42 mm Grau
o04032,"ASUS Prime Radeon RX 9060 XT OC (8 GB, GDDR6), Grafikkarte",Galaxus.de,419.00,Asus,Grafikkarten,https://cdn.billiger.com/dynimg/NkaAw77wBRmof0p75-xL_RBV7Ja5WNcZahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwLAe_QTwlLqq2DWlvwk2ALSJKitVcYOWTtMTOZOwKqB6/Asus-Radeon-RX-9060-XT-Prime-OC-8-GB-GDDR6.webp?h=630&w=1200,c00984,Radeon RX 9060 XT Prime OC 8 GB GDDR6
o04033,PocketBook Era Color Stormy Sea eBook Reader,ebay.de,229.95,PocketBook,E-Book-Reader,https://cdn.billiger.com/dynimg/FV7nAmcsoOcof0p75-xL_RFgydaU180w6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwK7i2QQaTJmgCfNaakoxudLUAWRqz3KRBcJtBkOXCyNv/PocketBook-Era-Color-Stormy-Sea.webp?h=630&w=1200,c01136,Era Color Stormy Sea
o04034,"LG OLED55B59LA OLED TV (Flat, 55 Zoll / 139 cm, 4K, SMART TV)",Media Markt Online Shop,699.00,LG,Fernseher,https://cdn.billiger.com/dynimg/prY39OeRmPuof0p75-xL_TLygirLZLqbKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwJUiCL3Cob4fickJPzSEyLKecIK31zh_6aosH-ooFeo-/LG-OLED55B59LA-55-4K-OLED-AI-Smart-TV-B5.webp?h=630&w=1200,c00370,"OLED55B59LA 55"" 4K OLED AI Smart TV B5"
o04035,"""11"""" iPad Air, 2025, Wi-Fi, M3, 256 GB, Space Grau""",Expert,679.00,Apple,Tablet PCs,https://cdn.billiger.com/dynimg/1Spm9-uEJuAof0p75-xL_QPWljrEvmxKahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwI-_fzLDkvsvyjVhE8k7sFuCvNDRRxDqdY0xuWYtdVFL/Apple-iPad-Air-11-7-Generation-2025-256-GB-Wi-Fi-Space-Grau.webp?h=630&w=1200,c00292,"iPad Air 11"" (7. Generation 2025) 256 GB Wi-Fi Space Grau "
o04036,fitbit Activity Tracker Fitbit Air schwarz,OTTO,99.99,Fitbit,Smartwatches,https://cdn.billiger.com/dynimg/OePbDlzkaVcof0p75-xL_TT-ClENs32iqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwMQlARTLfoVMbkgt1cwrfXdoRFMs2_vnHkwC4ZXaiQdm/Fitbit-Google-Fitbit-Air-Obsidian.webp?h=630&w=1200,c01248,Air Obsidian
o04037,"SAPPHIRE Pulse Radeon RX 9070 XT, 16GB GDDR6",e-tec,716.00,Sapphire,Grafikkarten,https://cdn.billiger.com/dynimg/SZZBhOpxc3yof0p75-xL_QXL7abFUu_OahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwKXyVoS9ae4fsoENaLZrQuS2I2AeycHSFGuX7_XQBq0t/Sapphire-Radeon-RX-9070-XT-Pulse-16-GB-GDDR6.webp?h=630&w=1200,c01087,Radeon RX 9070 XT Pulse 16 GB GDDR6
o04038,Lenovo ThinkPad E14 Gen 7 21T0 - 180°-Scharnierdesign - AMD Ryzen 5 220 / 3.2 GHz - Win 11 Pro - Radeon 740M - 32 GB RAM - 512 GB SSD TCG Opal Enc... - Schwarz,Kaufland.de,1175.62,Lenovo,Notebooks,https://cdn.billiger.com/dynimg/iG1kgfeBRtgof0p75-xL_S4r15-gFbnfahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwAdcx-VhiAc31vEwbscat0BhzWRHJ5cr0oV8GgGO4ts4/Lenovo-ThinkPad-E14-G7-AMD-Ryzen-5-220-32-GB-RAM-512-GB-SSD-21T0004WGE.webp?h=630&w=1200,c01174,ThinkPad E14 G7 AMD Ryzen 5 220 32 GB RAM 512 GB SSD 21T0004WGE
o04039,"Lenovo IdeaPad Flex 5 14ABR8・14"" WUXGA Touch・AMD Ryzen 5 5625U・16GB RAM・512GB SSD・Win11 Home (82XX00JPGE)",Amazon Marketplace PC Notebook,649.00,Lenovo,Notebooks,https://cdn.billiger.com/dynimg/9xy7a2bnP_Mof0p75-xL_SGhvN6hTD3X6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwJSkhy7rM0Aqik4CDJilPrS7vyPbITqRnAzgl7Lm6fJ4/Lenovo-IdeaPad-Flex-5-14-AMD-Ryzen-5-5625U-16-GB-RAM-512-GB-SSD-Arctic-Grey.webp?h=630&w=1200,c00334,IdeaPad Flex 5 14'' AMD Ryzen 5 5625U 16 GB RAM 512 GB SSD Arctic Grey
o04040,Oral-B iO Series 6 Black Lava/Pink Sand mit 2. Handstück,Amazon Marketplace Automotive,230.59,Oral-B,Elektrische Zahnbürsten,https://cdn.billiger.com/dynimg/fL2j3EVCtwGof0p75-xL_SY_KbOP0TD56hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwNs7c9qYftheS4qE6qH3PhGG_Dvx3SDjDxLDGbFrvsh7/Oral-B-iO-Series-6-black-lava-2-Handstueck-pink-sand-Reiseetui-Aufsteckbuersten-3-St.webp?h=630&w=1200,c00526,iO Series 6 black lava + 2. Handstück pink sand + Reiseetui + Aufsteckbürsten 3 St.
o04041,Automower 315 Mark II (Modell 2026),robotbuy.de,1149.00,Husqvarna,Mähroboter,https://cdn.billiger.com/dynimg/GfTVcF5TTolof0p75-xL_TeAoLMBMtb7ahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwFmb1qgR-sryutt5spk46izYwEbe2T_adE3ftylJQmzM/Husqvarna-Automower-315-Mark-II.webp?h=630&w=1200,c00340,Automower 315 Mark II
o04042,Bosch Indego M 700 Mähroboter,Kaufland.de,765.99,Bosch,Mähroboter,https://cdn.billiger.com/dynimg/Asluk0oiW9iof0p75-xL_TbISnr-lRYK6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwLYvH0o5aw1otSBAhACVl3_Qx-Oc_yeZVv6w6Zhj13zP/Bosch-Indego-M-700.webp?h=630&w=1200,c01200,Indego M 700
o04043,Motorola razr 70 8/256 GB Android 16 Smartphone Bright White,computeruniverse.net,822.00,Motorola,Handys ohne Vertrag,https://cdn.billiger.com/dynimg/CJHX9qRgMPgof0p75-xL_QBZ-3xoMgP96hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwNW3axsu-ROOC6JolADNZnnU7whjJ2WMYfUtIFkME2s8/Motorola-Razr-70-5G-256-GB-PANTONE-Bright-White.webp?h=630&w=1200,c00439,Razr 70 256 GB PANTONE Bright White
o04044,fēnix® 8 - 43 mm AMOLED Sapphire Nebelgrau/Softgold,Uhr24,799.80,Garmin,Smartwatches,https://cdn.billiger.com/dynimg/EncNXRCutYNof0p75-xL_RI-WxpP53c_KhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwNOHRhyJnV6Zvf8M_IJ1tq1H-Ow0zHQWtNt2CeQDP3pw/Garmin-fenix-8-AMOLED-43-mm-sapphire-nebelgrau-softgold-Titan-mit-QuickFit-Silikon-Armband-20-mm.webp?h=630&w=1200,c00212,"fenix 8 AMOLED 43 mm sapphire, nebelgrau / softgold Titan mit QuickFit Silikon-Armband 20 mm"
o04045,"Tefal Easy Fry & Grill Classic Air Fryer XL Heißluftfritteuse & Grillfunktion – 4,6 L Fassungsvermögen, 2-in-1 Gerät, knusprig frittieren & saftig grillen, wenig Fett, für große Familien-Küche EY5018",Amazon Marketplace Kitchen,69.99,Tefal,Fritteusen,https://cdn.billiger.com/dynimg/sWDFH-dlhxbof0p75-xL_TZZr8U_w-eNqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwO-bAqQuHzLMq1-cLglOGIJWwX6v3S9RufjOW8wfw7Ky/Tefal-Easy-Fry-Grill-Classic-EY5018.webp?h=630&w=1200,c00458,Easy Fry & Grill Classic EY5018
o04046,"Apple Watch Series 11 GPS 42 mm Smartwatch mit Aluminiumgehäuse in Diamantschwarz und Sportarmband in Schwarz (S/M). Schlafindex, Fitnesstracker, Gesundheitstracking, Always-On Display, Wasserschutz",Amazon Marketplace CE,419.00,Apple,Smartwatches,https://cdn.billiger.com/dynimg/xaiUbbHMry-of0p75-xL_Qn10tUPoUqO6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwM8YLXD7tN7o4utIeUEcS6-TDfCGITkgJci1gr2TxXyQ/Apple-Watch-Series-11-GPS-42mm-Jet-Black-Aluminium-Sport-Band-black-S-M.webp?h=630&w=1200,c00406,Watch Series 11 GPS 42mm Jet Black Aluminium Sport Band black S/M
o04047,Kingston Fury Beast Schwarz DDR5 64GB (2x32GB) 6000MT/s CL36 DIMM Desktop Gaming Speicher Kit mit 2 AMD Expo und Intel XMP - KF560C36BBE2K2-64,Amazon Marketplace PC Notebook,922.78,Kingston,Arbeitsspeicher,https://cdn.billiger.com/dynimg/QffxtwinAaiof0p75-xL_Q-A_84h4APPKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwHQ2UcdI0LNCOwZX88nNuK4PDXu_3d4VUa8PPrOlCfWu/Kingston-FURY-Beast-DDR5-6000MT-s-64GB-Kit-2x32GB-CL36-Schwarz-KF560C36BBE2K2-64.webp?h=630&w=1200,c00008,FURY Beast DDR5 6000MT/s 64GB Kit (2x32GB) CL36 Schwarz KF560C36BBE2K2-64
o04048,"MSI Vector 16 HX AI A2XWHG-476, 16-Zoll-Notebook, Modell U9-275HX, mit Intel Core Ultra 9 Prozessor - Grau",Kaufland.de,2297.99,MSI,Notebooks,https://cdn.billiger.com/dynimg/7KK6VDAibj-of0p75-xL_QcrAy5NGpA26hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwKEOQjR7MlvepaBr7WKVX5i0khPPhaEpz3Js0Q99UpuL/MSI-Vector-16-HX-AI-A2XWHG-476-Intel-Core-Ultra-9-275HX-16-GB-RAM-1-TB-SSD-RTX-5070-Ti.webp?h=630&w=1200,c01144,Vector 16 HX AI A2XWHG-476 Intel Core Ultra 9 275HX 16 GB RAM 1 TB SSD RTX 5070 Ti
o04049,"PHILIPS 43PUS7800 4K QLED Smart TV - 43 Zoll Display mit Pixel Precise Ultra HD, Titan OS Plattform und Dolby Atmos Sound - Funktioniert mit Alexa und Google Sprachassistent, 2025",amazon.de,269.00,Philips,Fernseher,https://cdn.billiger.com/dynimg/IGzoiBlcQBpof0p75-xL_RneLbMJHXWbKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwJKEvkM5_3sTnm278QaR6xi_5AjxJGK6W3PFuhnUyTg7/Philips-43PUS7800-12-43-4K-QLED-Smart-TV.webp?h=630&w=1200,c00849,"43PUS7800/12 43"" 4K QLED Smart TV"
o04050,Samsung Galaxy Watch Ultra LTE L705 47mm titan gray (EU) - Grau,Kaufland.de,372.33,Samsung,Smartwatches,https://cdn.billiger.com/dynimg/uMn10MJFzsqof0p75-xL_RMHbZqPod6CahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwLr1p0xjNeO39Q3f-thLntuUd38iEq7P4tPeM47yZO6F/Samsung-Galaxy-Watch-Ultra-LTE-47-mm-Titanium-Gray-Marine-Band-Orange.webp?h=630&w=1200,c00508,Galaxy Watch Ultra LTE 47 mm Titanium Gray Marine Band Orange
o04051,"ZOTAC GAMING GeForce RTX 5070 Twin Edge OC 12GB GDDR7 Grafikkarte 3x DP, 1x HDMI",ebay.de,641.16,Zotac,Grafikkarten,https://cdn.billiger.com/dynimg/NZfN52-dNXtof0p75-xL_S_5RjzkX6qV6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwEdmOd_TC3C3yM7dXhGE5bamPNw0CVRaSZGeBFJSBsfJ/Zotac-GeForce-RTX-5070-Twin-Edge-OC-12-GB-GDDR7.webp?h=630&w=1200,c00775,GeForce RTX 5070 Twin Edge OC 12 GB GDDR7
o04052,APPLE iPhone Air 5G 1 TB Lichtgold,Media Markt Online Shop,1349.00,Apple,Handys ohne Vertrag,https://cdn.billiger.com/dynimg/3CeJNsR6UAKof0p75-xL_TJokc2XAJINKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwDv7HX6yf-dij6fNgyHc4td4_v3B3s9BgMn6S6ocTIQr/Apple-iPhone-Air-1-TB-Lichtgold.webp?h=630&w=1200,c00122,iPhone Air 1 TB Lichtgold
o04053,"Apple iPad Air 13 2024 (nur WLAN, 13"", 128 GB, Purple), Tablet, Violett",Galaxus.de,719.00,Apple,Tablet PCs,https://cdn.billiger.com/dynimg/SKAmXYzxK9dof0p75-xL_TEhrDcJ_IzbqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwFHaK1ZUdYhdKt3n4-Ju32d9uEdQ7_zBtsBNk-nwD70F/Apple-iPad-Air-13-6-Generation-2024-128-GB-Wi-Fi-violett.webp?h=630&w=1200,c01249,"iPad Air 13"" (6. Generation 2024) 128 GB Wi-Fi violett"
o04054,"Lenovo Tab 4/64GB TB311XU WiFi LTE luna grey ZAEL0030SE 10,1"" Android 14",Cyberport,181.90,Lenovo,Tablet PCs,https://cdn.billiger.com/dynimg/dz4qcLpzGPbof0p75-xL_RtxHYyDLufYqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwAOtilJKn5cfeTAMpWQ1tgeMysxZdIK-yh2OtSLzZiRE/Lenovo-Tab-TB311XU-4-GB-RAM-64-GB-4G-Wi-Fi-Luna-Grey.webp?h=630&w=1200,c00755,Tab TB311XU 4 GB RAM 64 GB 4G + Wi-Fi Luna Grey
o04055,"Roborock Nass-Trocken-Saugroboter Roborock Q7 L5 Saugroboter, Dual Anti-Tangle System weiß, Beutellos auswaschbar, Saugen und Wischen in einem Arbeitsgang weiß",OTTO,339.00,Roborock,Saugroboter,https://cdn.billiger.com/dynimg/ZDkklplgVwmof0p75-xL_TM5IQt8wqbMqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwA475-HA5KxhxnMSVwy9RA-fByDpCd-nQPgN6RX-vsOB/Roborock-Q7-L5-Weiss.webp?h=630&w=1200,c01230,Q7 L5 Weiß
o04056,"Samsung Q55Q7F QLED 4K Q7FA 55 Zoll (138 cm) UHD Fernseher, Q4 AI Prozessor, Qua",ebay.de,418.00,Samsung,Fernseher,https://cdn.billiger.com/dynimg/jTON91UFvlWof0p75-xL_RJLDu1ZHA6zahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwO1RUR6BqD3tIdGZDbdsqBEWZiPhRrxpF5pzS3sATSDq/Samsung-GQ55Q7F-55-QLED-4K-Vision-AI-Smart-TV-Q7F.webp?h=630&w=1200,c00639,"GQ55Q7F 55"" QLED 4K Vision AI Smart TV Q7F"
o04057,"MOVA LiDAX Ultra 800 Mähroboter ohne Begrenzungskabel, Empf. 800 m2, ohne RTK & automatische Kartenerstellung per 3D-LiDAR mit 360° & AI Vision, 5 cm Kantenschnitt, effiziente Wegeplanung in U-Form",Amazon Marketplace Home Improvement,739.00,Mova,Mähroboter,https://cdn.billiger.com/dynimg/F2Mv0cCHxAJof0p75-xL_Trh8QEo_lI-qhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwEyh2R-XdpKdxa1OpdAY7dcwxwtJ8n29e7dXSqPdhBII/Mova-LiDAX-Ultra-800.webp?h=630&w=1200,c00413,LiDAX Ultra 800
o04058,"Apple MacBook Neo 13"" 2026 A18 Pro/8/512GB 6C CPU 5C GPU Blush MHFJ4D/A",computeruniverse.net,849.00,Apple,Notebooks,https://cdn.billiger.com/dynimg/dSJAW9fzMp-of0p75-xL_RPtqzkG9UBj6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwCgWq5syxq2zXXQ63JFui1JrT_BhNEse_h2fn-4BoC_x/Apple-MacBook-Neo-13-A18-Pro-8-GB-RAM-512-GB-SSD-Rosa.webp?h=630&w=1200,c00331,"MacBook Neo 13"" A18 Pro 8 GB RAM 512 GB SSD Rosa"
o04059,"DELONGHI Eletta Explore ECAM450.55.G - 40 heiße und kalte Rezepte, 4 Benutzerprofile, einfache Bedienung, Kaffeevollautomat Grau",Media Markt Online Shop,769.99,De'Longhi,Kaffeevollautomaten,https://cdn.billiger.com/dynimg/bs-zRru8Mi3of0p75-xL_Qyd8xW31Q4jahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwKWnzZb-WJMS0a7pjLI-R5Lk-TwBUdZSIzU3wVYF3gkg/De-Longhi-Eletta-Explore-ECAM450-55-G-grau.webp?h=630&w=1200,c00330,Eletta Explore ECAM450.55.G grau
o04060,MOTOROLA Edge 40 Neo Caneel Bay,e-tec,304.13,Motorola,Handys ohne Vertrag,https://cdn.billiger.com/dynimg/L05HvG75eskof0p75-xL_RB4c4vSzDck6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwJaq55HoVlmof6k4-D_JkqUiZLg6nB68sTP0ClsWckv2/Motorola-Edge-40-Neo-12-GB-RAM-256-GB-Caneel-Bay.webp?h=630&w=1200,c00166,Edge 40 Neo 12 GB RAM 256 GB Caneel Bay
o04061,Cube Kathmandu Hybrid ONE 800 WA,BOC24,3199.00,Cube,E-Bikes,https://cdn.billiger.com/dynimg/fyXy4hHnKxPof0p75-xL_SkXfaHrYFjEqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwDgDyv-nALq4haimVjFskHIeMWvHou2gwjn8-K7OnZhR/Cube-Kathmandu-Hybrid-ONE-800-28-Zoll-RH-58-cm-Easy-Entry-pea-n-green.webp?h=630&w=1200,c00785,Kathmandu Hybrid ONE 800 28 Zoll RH 58 cm Easy Entry pea´n´green
o04062,SAMSUNG Galaxy S26 Ultra 512 GB White Dual SIM,Media Markt Online Shop,1119.00,Samsung,Handys ohne Vertrag,https://cdn.billiger.com/dynimg/4euJ3tXKeMnof0p75-xL_QaDGgbVV2GA6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwMo9uERb0h6Q0tWwQ61f4F7UJYeY4ikNz2bnLvFUGNFG/Samsung-Galaxy-S26-Ultra-12-GB-RAM-512-GB-White.webp?h=630&w=1200,c00692,Galaxy S26 Ultra 12 GB RAM 512 GB White
o04063,Cube Kathmandu Hybrid ONE 800 - 28 Zoll 800Wh 10K Diamant - metallicgrey ́n ́grey - 54 cm,fahrradlagerverkauf.com,3199.00,Cube,E-Bikes,https://cdn.billiger.com/dynimg/pUcMfAZX9Qqof0p75-xL_RZsIl62piuhahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwKsugZoZrad3R32pD5YCxxeOf4j2HVbXbjmqyWfDgGDT/Cube-Kathmandu-Hybrid-ONE-800-28-Zoll-RH-54-cm-Diamant-metallicgrey-n-grey.webp?h=630&w=1200,c01116,Kathmandu Hybrid ONE 800 28 Zoll RH 54 cm Diamant metallicgrey ́n ́grey
