pair_id,brand_left,title_left,description_left,price_left,priceCurrency_left,brand_right,title_right,description_right,price_right,priceCurrency_right,label
p0080,,Corsair LL140 RGB 140mm Fans 2 Pack with Lighting Node Pro,"Made for those seeking excellent airflow, quiet operation, and powerful lighting, the CORSAIR LL140 RGB fan puts your PC back in the loop. These RGB fans light up your case with sixteen independent RGB LEDs for nearly endless customisation, offer PWM control and push up to 51.5 CFM while producing up to 25 dBA. Pack of 2 LL140 RGB fans with Lighting Node Pro.",119.00,AUD,,"Corsair LL140 RGB, 140mm Fans - 2 Pack w/ Lighting Node Pro","Description16 independent RGB LEDs in every fan, split between two separate light loops.Software control and customize RGB lighting effects with the included Corsair lightingPWM fan control allows for dynamic speed adjustment between 600 rpm to 1, 300 rpm, minimizing noise or maximizing airflow.140mm fan Blade engineered for Low-Noise operation without sacrificing performance.",499.00,QAR,1
p0081,,"3M - Privacy Filter 19\""\"" WideS","3M Privacy Filter 19\""\"" WideS (PF319W) - Type: Andet tilbehør",2020.00,DKK,Apple,Apple Lightning to 3.5 mm Headphone Jack AdapterLightning to headphone jack adapter,"This adapter lets you connect devices that use a 3,5 mm audio plug to your Lightning devices.",10.79,GBP,0
p0082,Canon,Canon PT-101 Photo Paper 10x15cm 20 sheets,"Canon PT-101 Photo Paper 10x15cm 20 sheetsCurrently we have no additional product information available. For more information concerning this product, you can reach us by phone on: +353 51349216. You may also forward your question via email: info@photospecialist.ieWe apologize for any inconvenience.GeneralNameCanon PT-101 Photo Paper 10x15cm 20 sheetsSKUCA2768B013EAN4960999575254MPN2768B013FeaturesPrint media weight300Other featuresQuantity per pallet20 pc(s)Paper dimensions10 x 15 cmdecorateTable('product-attribute-specs-table');Event.observe(window, 'load', function() {var table = $('product-attribute-specs-table');var specs = table.select('.spec');function removeActive(){table.select('.title a.active, .title span.active[data-href]').each(function(title,i){title.removeClassName('active');});}function activateMenu(title, table){if(!title.hasClassName('active')) {if (title.hasAttribute('href')) {table.select('.' + title.readAttribute('href').substr(1)).invoke('show');}if (title.hasAttribute('data-href')) {table.select('.' + title.readAttribute('data-href').substr(1)).invoke('show');}}title.addClassName('active')}table.select('.title a, .title span[data-href]').each(function(title,i){title.observe('click',function(e){e.preventDefault();specs.invoke('hide');removeActive();activateMenu(title, table);});if (i==0) {activateMenu(title, table);}});});",11.99,EUR,,Epson C13T591700Stylus PRO 11880 Light Black,,,,0
p0083,Brother,"Brother Bläck Magenta LC225XLM 1,2K",,235,SEK,,"Brother TN-241M Toner magenta, 1.4K pages","Original Brother toner is formulated to meet high quality resolution, grey scale and block colour, in line with BrotherâEURTMs high design specification.But don't be tempted to cut corners by using cheap consumables, as this can mean poor results, and in extreme cases could invalidate the manufacturer's warranty. The manufacturer's original consumables will always be the best choice, as they have been designed to deliver the best performance from our machines.Toner particle size, shape and colour pigmentation all have a direct impact on the sharpness of the printed image. Brother's toner is formulated to exacting standards to ensure you receive high quality print resolution and reliability.Compatible Printers: Brother DCP-9020 CDW, Brother MFC-9330 CDW, Brother HL-3150 CDW, Brother HL-3170 CDW, Brother MFC-9340 CDW, Brother MFC-9130 CW, Brother MFC-9140 CDN, Brother HL-3150 CDN, Brother HL-3140 CW, Brother DCP-9015 CDWSPECIFICATIONSFeatures Compatibility HL-3140CWHL-3150CDWHL-3170CDWDCP-9020CDWMFC-9140CDNMFC9330CDWMFC9340CDW Quantity per pack 1 pc(s) Page yield 1400 pages Print technology LED Type Laser cartridge Printing colours Magenta Colour of product Black Cartridge recollection YesPrint quality Page yield 1400 pages Print technology LED Printing colours MagentaWeight",69.49,GBP,0
p0084,,"Transducer Ext Cable, ECHO Series, 10'","Transducer Extension Cable, MFG# 010-11617-10, for ECHO Series units, 10 ft. length, 4 pin male and female plugs.",35.99,USD,Brother,Brother LC225XL G2 Magenta - Compatible,Brother LC225XL G2 Magenta - Compatible,9.85,GBP,0
p0085,,"Memorie portabila KINGSTON DataTraveler 100 G3 DT100G3/64GB, 64GB, USB 3.0, negru",,,,Kingston,Storage Kingston DataTraveler 64GB USB3.0 G3,DataTraveler 100 G3 64GB,6.90,EUR,1
p0086,Maxxis,"Maxxis Maxxis Aggressor Tire: 29 x 2.30\"", Folding, 60tpi, Dual Compound, EXO, Tubeless Ready, Black",,66.00,USD,The Pokemon Company,The Pokemon Company Pokemon TCG: Sword & Shield - Rebel Clash Elite Trainer Box,,39.95,USD,0
p0087,EPSON,Epson Cartouche T7033 Magenta - Big Ben,Epson Cartouche T7033 Magenta - Big Ben,27.99,EUR,Crucial,Crucial Ballistix MAX 16GB (2 x 8GB) DDR4-4000 PC4-32000 CL18 Dual Channel Desktop Memory Kit BLM2K8G40C18U4B - Black,"Ballistix MAX 16GB (2 x 8GB) DDR4-4000 PC4-32000 CL18 Dual Channel Desktop Memory Kit BLM2K8G40C18U4B - Black. Crucial Ballistix MAX gaming memory is designed for extreme overclocking. A high-quality matte black extruded aluminum heat spreader provides maximum heat dissipation, while an on-DIMM sensor allows for real-time temperature monitoring.",182.99,USD,0
p0088,,"RAM-D-235U RAM Double U-Bolt Ball Base for 1\"" - 1.25\"" Rails w/ D-Size 2.25-Inch Ball","RAM-D-235U RAM Double U-Bolt Ball Base for 1\"" - 1.25\"" Rails w/ D-Size 2.25-Inch BallOVERVIEWThe RAM-D-235U consists of a double u-bolt base with 2.25\"" diameter ball and two stainless steel u-bolts. The double u-bolt base will accommodate rails from 1\"" to 1.25\"" in diameter.HARDWARE INCLUDED(2) 1/4\""-20 U-Bolts for 1\"" - 1.25\"" Rails(4) 1/4\""-20 Nylock Nuts(4) Rubber CapsCLAMP RANGE1\"" - 1.25\"" diameterBALL/SOCKET SIZED Size (2.25\"")WEIGHT CAPACITY6 lbsMATERIALSMarine-grade aluminumPACKAGING TYPEPoly BagWEIGHT0.86 lbs.THIS PRODUCT SHIPS TO THE UPPER 48 UNITED STATES ONLY (NO INTERNATIONAL SHIPPING)",39.99,USD,,"Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgelsSuper Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgelsSuper Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgels",,15.00,USD,0
p0089,,Cap New Era NFL New Orleans Saints 9Fifty Cap,,3.99E1,EUR,,Kappe New Era NFL New Orleans Saints 9Fifty Cap,,3.99E1,EUR,1
p0090,,Epson T693200 Cyan UltraChrome XD Ink Cartridge 350 ml,,199.99,CAD,,Epson Singlepack Green T596B00 UltraChrome HDR 350 ml,Epson Singlepack Green T596B00 UltraChrome HDR 350 ml,136.59,GBP,0
p0091,,"Minion DHR II 120tpi, 3C MaxxTerra, EXO, Tubeless Ready 27.5\"" Folding Bike Tire","The Maxxis DHR II is is the gold standard for riders wanting maximum traction and cornering grip when trail conditions get loose and muddy.FEATURESRamped paddle shaped center knobs roll efficiently and provide excellent traction for climbing and brakingMinion signature channel cut side knobs provide excellent cornering tractionIntended use: loose, loose over hard, mediumISO Diameter: 584 / 650b / 27.5\""Labeled Size: 27.5 x 2.6Tire Bead: FoldingTire Diameter: 27.5\""Tire Type: Tubeless Ready ClincherTPI: 120",8.999E1,USD,,GIGABYTE Z490 AORUS PRO AX INTEL Z490 AORUS ATX MOTHERBOARD,Buy GIGABYTE Z490 AORUS PRO AX INTEL Z490 AORUS ATX MOTHERBOARD .Lots of discount and promotional sales.,1349.00,RM,0
p0092,,AF-S NIKKOR 20mm f/1.8G ED,"Widen your creative potential with Nikon's fastest wide-angle lens yet. Capture everything from landscapes, skyscapes and architecture to wedding parties, family portraits, stage events and more—indoors or outdoors. An ultra-wide 20mm perspective (30mm equivalent on DX-format cameras) is combined with the low-light capabilities and beautifully blurred backgrounds of an f/1.8 maximum aperture and the superb optical characteristics of an advanced NIKKOR prime lens for stunning performance whether you shoot an FX- or DX-format D-SLR, stills, HD video, time lapse sequences or star trail images.",719.95,USD,,Nikon 20mm f/1.8G ED AF-S NIKKOR - Obiectiv foto DSLR,"Fix | Superangular | FX | 20 mm | f/1.8 | f/16 | 13 elemente in 11 grupuri | 94 grade (DX 70 grade) | 0.2 m | 7 (diafragma circulara) | 77 mm | 355 | capac frontal LC-77, capac posterior LF-4 | parasolar HB-72, husa CL-1015 | 2 ani | JAA138DA",3899.99,RON,1
p0093,,Intel Core i9-9900 Prosessor,"Socket-LGA1151, 8-Core, 16-Thread,3.1/5.0GHz, Coffee Lake Refresh, inkl kjøler",4999.00,NOK,,Impresora brother laser monocromo hl - l6300dw a4,,477.99,EUR,0
p0094,,"3M - GOLD PRIVACY FILTER LCD 12.5\"" WIDE 16:9","3M GOLD PRIVACY FILTER LCD 12.5\"" WIDE 16:9 (GPF12.5W9) - Typ: Skärmskydd",882.50,SEK,,"3M - Gold Privacy Filter 12.5\""\"" 16:","3M Gold Privacy Filter 12.5\""\"" 16: (GF125W9B) - Type: Skærmbeskytter",493.94,DKK,1
p0095,Corsair,Corsair Vengeance LPX 8GB - PC4-21300 - DIMM,"Vengeance LPX, 8GB, DDR4, 2666MHz, XMP 2.0",45.00,EUR,Corsair,Corsair Vengeance LPX 32 GB - PC4-21300 - DIMM,"32GB (2x16GB) DDR4, 2666 Mhz, C16",189.00,EUR,0
p0096,D'Addario,"D'Addario 12-String Guitar String Set, Nickel, EXL150 Regular Light .010-.046","D'Addario XL Electric Guitar strings are world-renowned as ""The Player's Choice"" amongst guitar players of all genres and styles. XL strings are wound with nickelplated steel and are known for their distinctive bright tone and excellent intonation. Our plus gauges offer a slight variation in tension between gauges. These are ideal for equalizing tension between guitars of varying scale lengths or if you're looking to jump to heavier gauges in small increments.D'Addario pioneered the use of nickelplated steel for electric guitar. Today, discerning professionals choose XLs for their distinctive bright sound and excellent intonation.D'Addario XL Electric Guitar strings are world-renowned as ""The Player's Choice"" amongst guitar players of all genres and styles. XL strings are wound with nickelplated steel and are known for their distinctive bright tone and excellent intonation. Our plus gauges offer a slight variation in tension between gauges. These are ideal for equalizing tension between guitars of varying scale lengths or if you're looking to jump to heavier gauges in small increments.D'Addario pioneered the use of nickelplated steel for electric guitar. Today, discerning professionals choose XLs for their distinctive bright sound and excellent intonation.GaugesEBGDAEEXL150High Octave.010.013.008.012.018.026Low Octave.010.013.017.026.036.046",10.99,GBP,D'Addario,"D'Addario D'Addario EJ11 80/20 Bronze Acoustic Guitar Strings, Light, 12-53","Offer the ideal balance of volume, projection and comfortable playability.",8.99,USD,0
p0097,TP-Link,TP-Link TL-SG1008 8-Port Unmanaged Gigabit Rackmount Switch,"Product InformationTP-Link TL-SG1008 8-Port Gigabit Switch The TL-SG1008 8-Port Gigabit desktop/rack-mount switch provides an easy way to make the transition to Gigabit Ethernet. All 8 ports support auto MDI/MDIX, no need to worry about the cable type, simply plug and play. Moreover, with the innovative energy-efficient technology, the TL-SG1008 can save up to 60% of the power consumption, making it an eco-friendly solution for your business network.Features Innovative energy-efficient technology saves power up to 60% 100% Data filtering rate eliminates all error packets Supports IEEE 802.3x flow control for Full Duplex mode and backpressure for Half Duplex modeNon-blocking switching architecture forwards and filters packets at full wire-speed for maximum throughput 16Gbps Switching Capacity Auto-MDI/MDIX eliminates the need for crossover cables Supports MAC address auto-learning and auto-aging Support the port N-Way Auto-Negotiation, Store and Forward Compact size design for desktops, Rackmountable Plug and Play design simplifies installationShow more;",33.31,GBP,,MB AM4 Gigabyte GA-X570-ELITE AORUS,"Gigabyte X570 AORUS ELITE (rev. 1.0), AMD, Presa AM4, AMD",198.21,,0
p0098,,ASUS TUF GamingGeForce GTX 1660 Super OC Edition GDDR6 6GB 192-Bit Graphics Card,"The Nvidia GeForce powered TUF-GTX1660S-O6G-GAMING comes with a 192-bit 6Gb GDDR6 memory which is is designed to be compatible with any motherboard which supports PCI Express 3.0 * 16 slot.Cleaning your GPU has never been more hassle free with the GTX 1660 Super. This GPU is rated IP5X dust resistant.With the GPU Tweak II tool a single click is now enough to tweak your GPU clocks, memory frequency and voltage settings making it personalized GPU for your needs.With 1 year premium XSplit Game caster license, your gaming experiences have got no boundaries. You can broadcast, record and even annotate your screen to the world.~section~Built TUFThe TUF Gaming GeForce GTX 1660 SUPER ups the ante for cooling, without sacrificing the durability that makes it TUF. Each card is built using Auto-Extreme manufacturing, protected by a rigid backplate that prevents PCB flex, and packs three fans that contain space-grade lubricant and are sealed to IP5X standards. And it's all backed by a rigorous battery of validation tests to ensure compatibility with the latest TUF components Space Grade LubricantInfused with a durable lubricant often found in aerospace applications, these sleeve bearings deliver a quieter acoustic profile than dual ball bearing designs and match their durability. Protective BackplateThe PCB is reinforced by a backplate that adds structural rigidity, helping to prevent flex and protect components and trace pathways from damage. IP5X Dust ResistanceDust is enemy number one for fans. It's easy to clean the blades, but taking the fan apart to remove dust that has made its way inside is not a simple task. DirectCU IICopper heatpipes make direct contact with the die for improved thermal transfer.GPU Tweak IIThe ASUS GPU Tweak II utility takes graphics card tuning to the next level. It allows you to tweak critical parameters including GPU core clocks, memory frequency, and voltage settings, with the option to monitor everything in real-time through a customizable on-screen display. wtfastWe've partnered with wtfast to help you to play free from lag, latency issues, and lost packets. With a 6-month subscription to the wtfast Gamers Private Network, you'll enjoy lower ping for a smoother, more fluid online gaming experience. XSplitXSplit offers a premium streaming experience with in-game annotations and other advanced features. Enjoy a free license with the purchase of select ASUS graphics cards. See you online! QuantumcloudQuantumcloud is a simple and secure service that lets you effortlessly earn extra money by putting your idle GPU to work. Through an easy-to-use app, your computer can help run cloud-based applications, making you money in the process.~section~GPUNVIDIA GeForce GTX 1660 SUPERCUDA Cores1408Video Memory6GB GDDR6Memory Interface192-BitOpenGL4.6Engine ClockOC Mode - GPU Boost Clock : 1845 MHzGaming Mode (Default) - GPU Boost Clock : 1815 MHz , GPU Base Clock : 1530 MHzMemory Clock14002 MHzSystem Interface1 x Native DVI-D Output1 x Native HDMI 2.0b1 x Native DisplayPort 1.4Resolution7680x4320HDCP SupportYes (2.2)Recommended Power Supply450WPower ConsumptionNAMaximum Display Support3NVlink/ Crossfire SupportNoPower Connectors1 x 8-pinAccessories1 x Quick GuideSoftwareASUS GPU Tweak II & DriverDimensions20.6 x 12.4 x 4.6 CentimeterWarranty3 Years of Warranty from the Date of PurchasePackage ContentsTUF GTX 1660 Super OC Edition Graphics card1 x Quick Guide",21999.00,INR,,WD 250GB M.2 PCIe NVMe Black SN750,,289,PLN,0
p0099,,Genuine Xerox 106R02757 Magenta Toner Cartridge,Genuine Xerox 106R02757 Magenta Toner Cartridge for use in Phaser 6022 WorkCentre 6027,$75.95,,,Lacie 5TB Mobile Drive USB-C Moon Silver,,184.204801,EUR,0
p0100,,Apple 30W USB-C adapter MR2A2ZM/A RETAIL PACK,,999.00,CZK,Apple,MX2E2ZM/A Apple Watch Magnetic Charger to USB Cable (1m),MX2E2ZM/A Apple Watch Magnetic Charger to USB Cable (1m),229,TRY,0
p0101,Garmin,"Garmin Forerunner 245 Music GPS Smartwatch, black/red",,349.99,EUR,,BMD ATEM Production Studio 4K,"ATEM Production Studio 4K lets you connect up to 8 SD, HD or Ultra HD 4K video cameras, disk recorders and computers to do true broadcast quality work. You get all the features you expect from a professional switcher including chroma key, transitions, media pool, downstream keyers, audio mixer, multi view and the world's first 6G-SDI and HDMI 4K video connections.",2425,SGD,0
p0102,,Kingston DataTraveler microDuo 128GB USB 3.0,Kingston DataTraveler microDuo 128GB USB 3.0,28.59,GBP,Kingston,"KINGSTON 128GB DT microDuo 3C, USB3.0/3.1 + Type-C flash drive",,30.79,EUR,1
p0103,Shimano,Shimano CS-M9001 XTR 11 Speed Cassette,"HG Cassette Sprocket (For 3/2/1x11-speed)FEATURE11-13-15-17-19-21-24-27-31-35-40BENEFITWide range 11-speed cassetteHG-X11 specific tooth profileRhythm step gear progressionLightweight and durable cogsWeight: 331gPRODUCT SPECIFICATIONSMODEL NOCS-M9001SERIESSHIMANO XTR M9000 SeriesAverage weight330 gRemarks* Titanium gear ** Aluminum gearCombination11-13-15-17-19*-21*-24*-27*-31*-35*-40**T (bs), -, -, -, -, -, -Combination name(Group name)11-40T (bs)Compatible chainHG-X11Speeds11-speedSpider arm_QTY (pcs)2TypeHG",26012.0,INR,,ASUS GeForce RTX 2060 Super ROG Strix Evo Gaming,"RT Cores:Dedicated ray tracing hardware enables fast real-time ray tracing of objects and environments with physically accurate shadows, reflections, refractions, and global illumination. Concurrent Floating Point and Integer Processing:Turing GPUs more efficiently process the compute heavy workloads of modern games. Ultra-fast GDDR6:Experience up to 496 GB/s of memory bandwidth for high-speed, high-resolution gaming. Axial-tech fan designfeatures a smaller fan hub that facilitates longer blades and a barrier ring that increases downward air pressure. 0dB Technologylets you enjoy light gaming in relative silence. Auto-Extreme Technologyuses automation to enhance reliability. Super Alloy Power IIincludes premium alloy chokes, solid polymer capacitors, and an array of high-current power stages. MaxContact Technologyallows 2X more contact with the GPU chip for improved thermal transfer. Aura Synccompatibility lets you customize and sync lighting effects with other compatible hardware.Evasione ordine 3/5 giorni lavorativi",580.00,EUR,0
p0104,,Osram CFL Square 28W 835 4P GR10Q | Blanco Frio - 4-Pines,,,,OSRAM,GR10Q CFL SQUARE 16w 3500K /835 4 pins OSRAM,,4.02,,0
p0105,D'Addario,"D'Addario NYXL1152 Nickel Wound, Medium Top / Heavy Bottom, 11-52","NYXL1152 a hybrid set giving the strings moderate flexibility on the high strings with booming, tight low end. D’Addario NYXL guitar strings will bend further",12.99,USD,,Genuine Xerox 106R01218 Cyan Toner Cartridge,Genuine Xerox 106R01218 Cyan Toner Cartridge for use in Phaser 6360,$432.95,,0
p0106,,WD Blue 3D NAND SSD M.2 2280 - 2TB,"Solid-State-Disk, 2 TB, intern, M.2 2280 (M.2 2280), SATA 6Gb/s",211.68,EUR,,OKI 44992402 toner cartridge Original Black 1 pc(s),"Toner for B401/MB441/MB451, Black, 2500 Pages",6.246E1,GBP,0
p0107,Corsair,Corsair 32GB DDR4 Vengeance LPX 2666MHz Memory Kit Black,"32GB (2x16GB) Corsair DDR4 Vengeance LPX Black, PC4-21300 (2666), Non-ECC Unbuffered, CAS 16-18-18-35, XMP 2.0, 1.2V",112.76,GBP,Corsair,Corsair Vengeance LPX 32 GB - PC4-21300 - DIMM,"32GB (2x16GB) DDR4, 2666 Mhz, C16",189.00,EUR,1
p0108,,TP-LINK 300Mbps wireless n router - router wireless - switch a 4 porte - 802.11b/g/n (draft 2.0) - 2,ROUTER ETH 300-N 1WAN 4LAN,16.39,EUR,Maxxis,"Maxxis Maxxis High Roller II Tire: 29 x 2.30\"", Folding, 60tpi, Dual Compound, EXO, Tubeless Ready, Black",,66.00,USD,0
p0109,,Fujifilm Instax Mini Mono Black & White (10 sheets) Film,"Fujifilm instax mini film is for all instax mini cameras and comes in a handy cartridge. It offers stunning instant pictures that you can fit into a purse, wallet or mini photo frame. instax film ensures sharp, clear reproduction, vivid color and natural skin tones.",1.295E1,EUR,,Fujifilm Instax mini Rainbow film 10 pack,"“ instax mini ” film is for all instax mini cameras and comes in a handy cartridge. It offers stunning instant pictures that you can fit into a purse, wallet or mini photo frame. instax film ensures sharp, clear reproduction, vivid color and natural skin tones. Highly stable, the new emulsion performs at temperatures as low as 5°C and as high as 40°C.",149.95,ZAR,0
p0110,,HyperX 16GB (1x16GB) 3200MHz CL16 Fury,,345,PLN,,HyperX 8GB (1x8GB) 1600MHz CL10 Fury Blue,,179,PLN,0
p0111,,TONER REMAN SAMSUNG CLT-K404S NERO,,"16,99",EUR,,Original HP 45A Q5945A Toner Black,,267.68,EUR,0
p0112,,Motherboard Asus Mboard p/ socket AM4 90MB1170-M0EAY0,TUF GAMING X570-PLUS (WI-FI),229.75,EUR,,ASUS Scheda Madre TUF GAMING X570-PLUS (WI-FI) AMD,,"€ 266,00",EUR,1
p0113,,"BenQ SW2700PT 27inch Adobe RGB Color Management IPS Monitor, 2560x1440, 5ms GtG 20M:1 DCR, DVI, HDMI, DisplayPort 1.2, USB Hub, VESA, Tilt, Swivel, Height Adjust, 99% Adobe RGB, Shading Hood, OSD Controller","BenQ SW2700PT 27inch Adobe RGB Color Management IPS Monitor, 2560x1440, 5ms GtG 20M:1 DCR, DVI, HDMI, DisplayPort 1.2, USB Hub, VESA, Tilt, Swivel, Height Adjust, 99% Adobe RGB, Shading Hood, OSD Controller",1099.00,AUD,,3M - PF19.0 PRIVACY FILTER BLACK F-FEEDS,3M PF19.0 PRIVACY FILTER BLACK F-FEEDS (98044054066) - Type: General Office,1185.00,NOK,0
p0114,,TAG HEUER FORMULA 1 QUARTZ,SIZE 41 mm WATER RESISTANCE 200 M BODY CASE Fine-brushed and polished steel BEZEL Fixed Fine-brushed and polished steel,0,USD,TAG Heuer,TAG Heuer Horloge Formula 1 41mm Alarm WAZ111A.BA0875,Horloge Formula 1 41mm Alarm WAZ111A.BA0875,1350.00,EUR,1
p0115,,Corsair *DEMO* Vengeance LPX DDR4-3200 C16 BK DC - 16GB,"Minne (RAM), 16 GB: 2 x 8 GB (Dual Channel), DIMM 288-pin, DDR4, 3200 MHz / PC4-25600, CL16-18-18-36, 1.35 V, ikke-bufret, ikke-ECC - Corsair Vengeance LPX series",1801.45,NOK,,Corsair Vengeance LPX 16GB DDR4 2400MHz(CMK16GX4M1A2400C14),,23375,HUF,0
p0116,,WS-C3650-48FD-L - 48 Port LAN Base Switch,Cisco Catalyst 48 Port LAN Base 2x10G Uplink Ethernet Switch PoE+ 1025W AC Power,2875.00,USD,Mikrotik,Mikrotik Cloud Core Router 1036-12G-4S-EM,"CCR1036-12G-4S-EM is an carrier grade router with a cutting edge 36 core Tilera CPU! Unprecedented power and unbeatable performance - this is our new flagship device. Over 20 times faster than our previous top model, the Cloud Core supports throughput of up to 24 million packets per second, or up to 16 gigabits - full wire speed.The device comes in a 1U rackmount case, has four SFP ports, twelve Gigabit ethernet ports, serial console and a USB port. A color touchscreen displays device status, traffic graphs, or provide access to simple configuration options.It has two SODIMM slots, by default it is shipped with 16GB of RAM, but has no memory limit in RouterOS. It comes with power supply and 1U rackmount case.Click here for Product Specification Sheet",80800,INR,0
p0117,SHIMANO,Shimano SH11 SPD-SL Cleat Set - Yellow/6Deg,Replacement SPD-SL cleat made by Shimano. Suitable for all SPD-SL compatible shoes and available in 3 different float options from 0° float for optimum power transfer through to 6° float to help prevent potential knee damage. Features:Compatible with SPD-SL pedalsGrip tabs for stability off the bike Specifications:Sturdy nylon resin constructionMounting hardware includedShimano SPD-SL cleats are available in 3 different options:Blue/Red/Yellow - 2°/0°/6° float for a balance between efficiency and knee comfort,29.95,AUD,,"65\"" Class GX Series with Gallery Design 4K UHD TV Smart OLED with HDR OLED65GXPUA (2020 Model)","Stream high-definition content seamlessly on this 65-inch LG GX Series 4K OLED smart TV. The a9 Gen 3 AI 4K processor delivers bright, detailed visuals for total immersion in your favorite movies or programs, while voice control allows easy operation. This LG GX Series 4K OLED smart TV has Dolby Atmos technology for producing powerful, well-balanced sound through the 60W speaker system. Table top stand sold separately.",4699.95,USD,0
p0118,Epson,Epson UltraChrome K3 T1571 Ink Cartridge - Photo Black,Inkjet - 1 - Retail,28.48,GBP,Epson,Epson Tinte schwarz-photo f. R3000,,27.28,EUR,1
p0119,Epson,Genuine Epson C13T636A00 Orange High Capacity Ink Cartridge (T636AOHOEM),,237.99,GBP,Epson,Epson Blekk Orange Ultrachrome HDR - PRO 7900,,3195,NOK,1
p0120,Epson,Epson T70344 Yellow Inkjet Cartridge. For use in WP4000/4500 machines. Page Yield - up to 1200 pages. (Big Ben) OEM Ref - T703440. EP49008,Epson T70344 Yellow Inkjet Cartridge. For use in WP4000/4500 machines. Page Yield - up to 1200 pages. (Big Ben) OEM Ref - T703440. EP49008,21.04,GBP,Epson,Epson T054240 Inkjet Cartridge Cyan for use with R800. Page Yield - 400 pages. (Frog) EP54240 *****,Epson T054240 Inkjet Cartridge Cyan for use with R800. Page Yield - 400 pages. (Frog) EP54240 *****,17.99,GBP,0
p0121,,Diver 300M 42mm STEEL SEDNA GOLD ON RUBBER STRAP 210.22.42.20.01.002,,38900,TRY,The Pokemon Company,The Pokemon Company Pokemon TCG: Sword & Shield - Rebel Clash Elite Trainer Box,,39.95,USD,0
p0122,,WS-C3650-48FD-L - 48 Port LAN Base Switch,Cisco Catalyst 48 Port LAN Base 2x10G Uplink Ethernet Switch PoE+ 1025W AC Power,2875.00,USD,Cisco,Cisco Catalyst 3850 - [WS-C3850-48P-S],"-, 3850, Catalyst, Cisco, Netwerk, [WS-C3850-48P-S], bedraad, switch",6230,EUR,0
p0123,TP-Link,TP-Link TL-SG1008 8-Port Unmanaged Gigabit Rackmount Switch,"Product InformationTP-Link TL-SG1008 8-Port Gigabit Switch The TL-SG1008 8-Port Gigabit desktop/rack-mount switch provides an easy way to make the transition to Gigabit Ethernet. All 8 ports support auto MDI/MDIX, no need to worry about the cable type, simply plug and play. Moreover, with the innovative energy-efficient technology, the TL-SG1008 can save up to 60% of the power consumption, making it an eco-friendly solution for your business network.Features Innovative energy-efficient technology saves power up to 60% 100% Data filtering rate eliminates all error packets Supports IEEE 802.3x flow control for Full Duplex mode and backpressure for Half Duplex modeNon-blocking switching architecture forwards and filters packets at full wire-speed for maximum throughput 16Gbps Switching Capacity Auto-MDI/MDIX eliminates the need for crossover cables Supports MAC address auto-learning and auto-aging Support the port N-Way Auto-Negotiation, Store and Forward Compact size design for desktops, Rackmountable Plug and Play design simplifies installationShow more;",33.31,GBP,EPSON,Epson T596 Light Light Black 350 ml,Stylus Pro 7900 / 9900...,157.79,EUR,0
p0124,Cooler Master,Cooler Master Hyper H411R CPU Cooler RR-H411-20PW-R1 | PCByte,,35.0,AUD,Cooler Master,"Cooler Master Hyper RR-T4-18PK-R1 CPU Cooler with 4 Direct Contact Heatpipes, Intel/AMD with AM4 Support","The Cooler Master Hyper T4 is an affordable mainstream CPU cooler that delivers great cooling performance on all modern desktop processors thanks to its 4 specially shaped direct contact heat pipes. The T4's 120mm PWM fan features a wide speed range and can be fine tuned for maximum airflow and cooling performance or silent operation. A quick and easy Snap-On fan bracket and universal mounting system offer great flexibility, making the Hyper T4 a great match for any system.4 Direct Contact heat",35.74,USD,0
p0125,TP-Link,TP-Link TL-SG1008 8-Port Unmanaged Gigabit Rackmount Switch,"Product InformationTP-Link TL-SG1008 8-Port Gigabit Switch The TL-SG1008 8-Port Gigabit desktop/rack-mount switch provides an easy way to make the transition to Gigabit Ethernet. All 8 ports support auto MDI/MDIX, no need to worry about the cable type, simply plug and play. Moreover, with the innovative energy-efficient technology, the TL-SG1008 can save up to 60% of the power consumption, making it an eco-friendly solution for your business network.Features Innovative energy-efficient technology saves power up to 60% 100% Data filtering rate eliminates all error packets Supports IEEE 802.3x flow control for Full Duplex mode and backpressure for Half Duplex modeNon-blocking switching architecture forwards and filters packets at full wire-speed for maximum throughput 16Gbps Switching Capacity Auto-MDI/MDIX eliminates the need for crossover cables Supports MAC address auto-learning and auto-aging Support the port N-Way Auto-Negotiation, Store and Forward Compact size design for desktops, Rackmountable Plug and Play design simplifies installationShow more;",33.31,GBP,,TP-LINK TL-SG105 Unmanaged Gigabit Ethernet (10/100/1000) Zwart,"5-port Metal Gigabit Switch, 5 10/100/1000M RJ45 ports, supports GMP Snooping; IEEE 802.1p QoS; Plug and Play; metal case",1.795E1,EUR,0
